,type,registration,operator,country,cat,new_date,new_fatalities
15079,Canadair CL-215,C-GKEE,Canadair,Canada,A1,1983-09-29,0
15080,Douglas C-118A (DC-6),533257,US Navy,Iceland,O1,1983-10-01,0
15081,Douglas C-47 (DC-3),HS-POA,Unknown,Nicaragua,C1,1983-10-03,1
15082,Boeing 727-21,HK-1804,SAM Colombia,Colombia,A1,1983-10-05,0
15083,Antonov An-2R,SP-WWK,ZUA,Poland,A1,1983-10-05,6
15084,Embraer EMB-110C Bandeirante,PP-SBH,TAM,Brazil,A1,1983-10-07,7
15085,DHC-6 Twin Otter 300,XY-AEE,Burma Airways,Myanmar,A1,1983-10-08,9
15086,Douglas DC-6,42-60958,private,Colombia,A1,1983-10-08,7
15087,BN-2A-8 Islander,B-12202,Yung Shing Airlines,Taiwan,A1,1983-10-09,0
15088,Boeing 747-249F,N806FT,Flying Tiger Line,Germany,A2,1983-10-11,0
15089,Hawker Siddeley HS-748,N748LL,Air Illinois,USA,A1,1983-10-11,10
15090,FMA IA 50 GuaranÃ­ II,T-125,Argentine AF,Argentina,A1,1983-10-11,12
15091,Boeing 707-436,N4465D,Coastal Airways,France,O1,1983-10-13,0
15092,Boeing 737,T-41,People Express,USA,H2,1983-10-15,0
15093,Boeing 747-230F,D-ABYU,Lufthansa Cargo,Hong Kong,A2,1983-10-18,0
15094,Let L-410UVP,CCCP-67315,"Aeroflot, Krasnoyarsk",Russia,A1,1983-10-19,0
15095,DC-8-63CF,N797FT,Flying Tiger Line,USA,A2,1983-10-25,0
15096,DHC-5D Buffalo,TJX-BS,Cameroon AF,Cameroon,U1,1983-10-26,6
15097,Shorts 330-200,N26288,Pennsylvania Airlines,USA,O2,1983-10-28,1
15098,Curtiss C-46R,CP-916,Transportes AÃ©reos Bolivar,Bolivia,A1,1983-10-28,0
15099,Douglas DC-3C,N44896,FBN Flying Service,USA,A1,1983-10-31,0
15100,Morane Saulnier (FMA) MS.760A Paris IA,E-237,Argentine AF,Argentina,A1,1983-11-04,2
15101,Boeing 737-2M2,D2-TBN,TAAG,Angola,C1,1983-11-08,130
15102,Curtiss C-46D,CP-1077,Trans Aereos Skorpio,Bolivia,A1,1983-11-10,0
15103,Boeing 727-225,N812EA,Eastern Air Lines,USA,A2,1983-11-11,0
15104,Antonov An-12,C-GCMY,Soviet AF,Russia,A1,1983-11-11,30
15105,Douglas C-47 (DC-3),N....,Unknown,Colombia,A1,1983-11-17,0
15106,Tupolev Tu-134A,CCCP-65807,"Aeroflot, Georgia",Georgia,H1,1983-11-18,7
15107,DC-9,N208KM,Republic Airlines,USA,H2,1983-11-21,0
15108,Antonov An-12,39,Soviet AF,Russia,A1,1983-11-21,9
15109,DHC-6 Twin Otter 300,C-GTLA,Austin Airways,Canada,A1,1983-11-23,4
15110,Beech B100 King Air,N1910L,Texas Western Aviation,USA,A1,1983-11-26,8
15111,Boeing 747-283M,HK-2910X,"Avianca, lsf SAS",Spain,A1,1983-11-27,181
15112,Rockwell CT-39E Sabreliner,157354,US Navy,USA,A2,1983-11-27,0
15113,DHC-6 Twin Otter 300,FAP-309,Peruvian AF,Peru,A1,1983-11-28,6
15114,Fokker F-28 Fellowship 2000,5N-ANF,Nigeria Airways,Nigeria,A1,1983-11-28,53
15115,Swearingen SA226-TC Metro II,SE-IMD,AMA Flyg,Sweden,A2,1983-11-28,0
15116,Cessna 501 Citation I/SP,VH-BNK,North Broken Hill,Australia,A2,1983-12-05,0
15117,Boeing 727-256,EC-CFJ,Iberia,Spain,A1,1983-12-07,51
15118,DC-9-32,EC-CGS,Aviaco,Spain,A1,1983-12-07,42
15119,Cessna 500 Citation I,G-UESS,"Brencham, op.for Trans Europe Air Charter",U.K.,A1,1983-12-08,10
15120,Vickers 668 Varsity,N65338,West Texas Air Museum,USA,A1,1983-12-11,0
15121,IAI Arava 201,824,Guatemala AF,Guatemala,A1,1983-12-11,0
15122,Douglas C-47B (DC-3),RP-C287,Philair,Philippines,A1,1983-12-13,0
15123,Boeing 707-373C,HK-2401X,TAMPA Colombia,Colombia,A1,1983-12-14,25
15124,DHC-6 Twin Otter 200,C-FGJK,Inuvik Coastal Airways,Canada,A1,1983-12-17,2
15125,Airbus A300B4-120,OY-KAA,"MAS, lsf SAS",Malaysia,A1,1983-12-18,0
15126,Boeing 747-246F (SCD),JA8151,JAL,USA,A2,1983-12-19,0
15127,DC-9-31,N994Z,Ozark Air Lines,USA,A2,1983-12-20,1
15128,Learjet 25D,N300PL,AMF Corp.,USA,A1,1983-12-22,0
15129,DC-10-30,HL7339,KAL,USA,A1,1983-12-23,0
15130,Antonov An-24RV,CCCP-46617,"Aeroflot, Arkhangelsk",Russia,A1,1983-12-24,44
15131,Douglas DC-3-382,N401JB,Swift Delivery Air Freight,USA,O1,1983-01-01,0
15132,Ilyushin Il-18Gr,CCCP-75887,"Aeroflot, MUTA",Unknown country,U1,1983-01-01,6
15133,CASA C-212-A3 Aviocar 100,325,Jordanian AF,Jordan,A1,1984-01-02,13
15134,Douglas C-47B (DC-3),C-GSCA,Skycraft Air Transport,USA,A1,1984-01-09,1
15135,Tupolev Tu-134A,LZ-TUR,Balkan Bulgarian,Bulgaria,A1,1984-01-10,50
15136,Douglas EC-54U (DC-4),CP-1090,NEBA,Bolivia,A1,1984-01-13,1
15137,Fokker F-27 Friendship 100,N148PM,Pilgrim Airlines,USA,A1,1984-01-13,0
15138,BN-2A-20 Islander,P2-ISH,Talair,P.N. Guinea,A1,1984-01-14,10
15139,Antonov An-12,1506,Ethiopian AF,Eritrea,C1,1984-01-15,26
15140,Douglas C-47 (DC-3),9Q-CYD,Transports AÃ©riens Zairois - TAZ,Guinea,A1,1984-01-16,0
15141,DHC-4A Caribou,66-255,US Army,Marshall Isl.,U1,1984-01-18,6
15142,Boeing 747,RT-15-305,Air France,Pakistan,O2,1984-01-18,0
15143,Antonov An-12,CCCP-11429,Soviet AF,Afghanistan,C1,1984-01-18,8
15144,IAI Arava 201,856,Guatemala AF,Guatemala,A1,1984-01-21,11
15145,CASA/Nurtanio NC-212 Aviocar,PK-PCL,Pelita Air Service,Indonesia,A1,1984-01-24,6
15146,Lockheed P-3B Orion,A9-300,RAAF,Australia,O1,1984-01-27,0
15147,Antonov An-24RV,CCCP-47310,"Aeroflot, Uralsk",Russia,A1,1984-01-28,4
15148,Swearingen SA226-TC Metro II,N63Z,Britt Airways,USA,A1,1984-01-30,3
15149,Learjet 24,N44GA,Gee Bee Aero,USA,A1,1984-01-30,6
15150,Airbus A300B4-203,PK-NVC,Cruzeiro do Sul,Cuba,H2,1984-02-03,0
15151,Boeing 737-2M2,D2-TBV,TAAG,Angola,C1,1984-02-09,0
15152,Boeing 727,PK-IHD,American Airlines,USA,H2,1984-02-11,0
15153,Antonov An-12,1509,Ethiopian AF,Ethiopia,H1,1984-02-16,26
15154,Cessna 500 Citation I,VH-FSA,Flight Safety Australia,Australia,A1,1984-02-20,2
15155,Antonov An-2T,CCCP-44910,"Aeroflot, Yakutsk",Russia,O1,1984-02-23,0
15156,Shin Meiwa PS-1,5803,Japanese Navy,Pacific Ocean,A1,1984-02-27,12
15157,DC-10-30,LN-RKB,SAS,USA,A2,1984-02-28,0
15158,Lockheed C-130E Hercules,68-10944,USAF,Spain,A1,1984-02-28,18
15159,Douglas C-47D (DC-3),L2-21/00/149,Thai AF,Thailand,A1,1984-02-28,6
15160,HAL-748,VT-DUO,Indian Airlines,India,A1,1984-03-05,0
15161,Boeing 737-228,41-38681,Air France,Switzerland,H2,1984-03-07,0
15162,Canadair CL-215,1015,Hellenic AF,Greece,A1,1984-03-08,3
15163,DC-8-63PF,F-BOLL,UTA,Chad,C1,1984-03-10,0
15164,Curtiss C-46A,HK-1322P,private,Colombia,A1,1984-03-13,4
15165,Beech 200C Super King Air,CP-1849,Unknown,Bolivia,U1,1984-03-14,6
15166,Convair VT-29B (CV-240),XA-JOV,Aero Cozumel,Mexico,A1,1984-03-15,0
15167,Fairchild F-27M,CP-862,LAB,Bolivia,A1,1984-03-16,23
15168,Lockheed 18 Learstar II,N77777,Holiday Tours,USA,A1,1984-03-16,2
15169,Convair CV-990,EC-BZP,Spantax,Spain,A2,1984-03-19,0
15170,Fairchild C-123K Provider,FAES120,Salvadorian AF,El Salvador,C1,1984-03-21,0
15171,Boeing 737-275,C-GQPW,Pacific Western,Canada,A1,1984-03-22,0
15172,Boeing 747,F-GEJF,British Airways,Taiwan,H2,1984-03-22,0
15173,Douglas C-54S (DC-4),CP-1206,Frigorifico Reyes,Bolivia,A1,1984-03-24,5
15174,Douglas DC-3C,N62WS,Unknown,Costa Rica,A1,1984-03-24,7
15175,Beech 200 Super King Air,F-GCCC,Sinair,Italy,A1,1984-03-26,0
15176,Boeing 737-200,FL613,Piedmont Airlines,Cuba,H2,1984-03-27,0
15177,Boeing 727,CCCP-04200,Delta Air Lines,Cuba,H2,1984-03-28,0
15178,Learjet 24D,PT-LCN,LÃ­der TÃ¡xi AÃ©reo,Brazil,A1,1984-03-28,4
15179,BN-2 Islander,2451,Angolan AF,Angola,U1,1984-03-31,6
15180,DHC-6 Twin Otter 300,7P-LAG,Lesotho Airways,Lesotho,A2,1984-04-03,0
15181,DH-114 Heron 2B,N81962,Scenic Air Tours,USA,A1,1984-04-05,0
15182,Lockheed L-1011 TriStar,61-2386,Saudi Arabian,Turkey,H2,1984-04-05,0
15183,Cessna 500 Citation I,N92FA,International Jet Center,USA,A2,1984-04-17,0
15184,Embraer EMB-110EJ Bandeirante,PT-GJZ,VOTEC,Brazil,A1,1984-04-18,18
15185,Embraer EMB-110P Bandeirante,PT-GKL,VOTEC,Brazil,A1,1984-04-18,1
15186,Douglas C-47 (DC-3),TI-SAA,SANSA,Costa Rica,A1,1984-04-19,4
15187,Fairchild C-119 Flying Boxcar,N15509,Hawkins & Powers,USA,A1,1984-04-21,0
15188,Douglas C-118A (DC-6),N92860,Intercontinental Aircraft Lease,USA,A1,1984-04-28,0
15189,Beech 200 Super King Air,XA-LIG,Unknown,Mexico,A1,1984-05-05,7
15190,Curtiss C-46R,CP-974,TASMA,Bolivia,A1,1984-05-06,0
15191,Antonov An-2M,CCCP-05918,"Aeroflot, Central Region",Russia,A1,1984-05-06,6
15192,PBV-1A Canso A (PBY-5A),C-GFFD,Flying Firemen,Canada,A1,1984-05-14,0
15193,Learjet 35A,LV-TDF,Tierra del Fuego Province,Argentina,A1,1984-05-15,12
15194,Beech 1900C,N305BH,Beechcraft,Germany,A2,1984-05-20,0
15195,Antonov An-2R,CCCP-07293,"Aeroflot, Ukraine",Ukraine,A1,1984-05-21,0
15196,DHC-6 Twin Otter 200,T-83,LADE,Argentina,A1,1984-05-25,0
15197,Tupolev Tu-134Sh2,2,Soviet AF,Ukraine,A1,1984-05-25,7
15198,Saunders ST-27,C-FCNT,Labrador Airways,Canada,A1,1984-05-28,0
15199,Lockheed L-188AF Electra,N5523,Zantop,USA,A1,1984-05-30,4
15200,BN-2A Trislander Mk.III,HP-946,Aviones de Panama,Panama,U1,1984-05-30,0
15201,Antonov An-2R,HA-MBM,Ministry for Agriculture and Nutrition,Hungary,A1,1984-05-30,1
15202,Boeing 727-222,N7640U,United Airlines,USA,A2,1984-05-31,0
15203,BN-2A Trislander Mk.III-2,XA-KOQ,Aero Cozumel,Mexico,U1,1984-05-01,6
15204,BN-2A-26 Islander,G-BDVW,Loganair,U.K.,A1,1984-06-01,0
15205,Boeing 747-237B,VT-EDU,Air-India,India,A2,1984-06-02,0
15206,BAe Nimrod MR.2,XV257,RAF,U.K.,A1,1984-06-03,0
15207,Learjet 23,N101PP,Air Continental,USA,A1,1984-06-04,3
15208,Boeing 737-2A8,VT-EGI,Indian Airlines,India,A2,1984-06-06,0
15209,Ilyushin Il-62M,CCCP-86500,"Aeroflot, International",Russia,O1,1984-06-09,0
15210,DC-9-32,PK-GNE,Garuda,Indonesia,A1,1984-06-11,0
15211,Handley Page HPR-7 Herald 203,G-BBXI,Air UK,U.K.,O1,1984-06-11,0
15212,MBB HFB-320 Hansa Jet,XC-TIJ,Baja California State Government,USA,O1,1984-06-11,0
15213,DC-9-31,N964VJ,USAir,USA,A2,1984-06-13,0
15214,Ilyushin Il-18V,LZ-BEP,Balkan Bulgarian,Yemen,A1,1984-06-16,0
15215,Antonov An-2R,CCCP-02528,"Aeroflot, Ukraine",Ukraine,A1,1984-06-16,0
15216,Boeing 727-2J0,6Y-JMA,Air Jamaica,Canada,A2,1984-06-17,0
15217,Antonov An-2R,CCCP-09612,"Aeroflot, Far East",Russia,A1,1984-06-21,0
15218,BN-2A-8 Islander,F-BVTD,Delmotte Aviation,France,A1,1984-06-23,0
15219,unknown,C-GVYW,CAAC,China,H2,1984-06-25,0
15220,Boeing 727,N977MR,Iran Air,Iraq,H2,1984-06-26,0
15221,Embraer EMB-110C Bandeirante,PP-SBC,TAM,Brazil,A1,1984-06-28,18
15222,Antonov An-26,14-27,Cuban AF,Cuba,A1,1984-06-01,6
15223,Antonov An-26,FAP-377,Peruvian AF,Peru,A1,1984-07-03,5
15224,Let L-410M,CCCP-67276,"Aeroflot, Yakutsk",Russia,A1,1984-07-04,0
15225,Airbus A300,VT-SGK,Indian Airlines,Pakistan,H2,1984-07-05,0
15226,Antonov An-2R,CCCP-02878,"Aeroflot, Uralsk",Kazakhstan,A1,1984-07-05,3
15227,Embraer P-95 Bandeirulha (EMB-111A),7054,Brazilian AF,Brazil,U1,1984-07-11,6
15228,Canadair CL-215,72201,Yugoslav AF,Croatia,A1,1984-07-11,1
15229,Lockheed C-141B Starlifter,64-0624,USAF,Italy,A1,1984-07-12,9
15230,DHC-6 Twin Otter 300,7P-LAA,Lesotho Airways,Lesotho,A1,1984-07-13,0
15231,Antonov An-2R,CCCP-40827,"Aeroflot, North Kavkaz",Russia,A1,1984-07-14,2
15232,DHC-6 Twin Otter 300,N43SP,SPIA,American Samoa,A1,1984-07-21,1
15233,Boeing 707-300,UP-A0161,MEA,Lebanon,H2,1984-07-21,0
15234,Antonov An-2R,CCCP-01712,"Aeroflot, Krasnoyarsk",Russia,A1,1984-07-23,0
15235,Antonov An-26B,CCCP-26009,"Aeroflot, Tyumen",Russia,A1,1984-07-24,0
15236,BN-2B-27 Islander,HK-2822X,TAVINA,Colombia,A2,1984-07-27,0
15237,Antonov An-2TP,CCCP-07634,"Aeroflot, Uralsk",Russia,A1,1984-07-27,0
15238,Antonov An-2T,CCCP-82909,"Aeroflot, Ukraine",Ukraine,A1,1984-07-27,0
15239,Learjet 25B,N1JR,Panorama Flight Service,USA,A1,1984-07-28,0
15240,DC-9,VT-CYN,LAV,CuraÃ§ao,H2,1984-07-29,2
15241,Boeing 737-228,F-GBYH,Air France,Iran,H2,1984-07-31,0
15242,Boeing 707-458,9Q-CWR,Wolf Aviation,D.R. Congo,A1,1984-07-01,0
15243,Vickers 756D Viscount,Z-YNI,Air Zimbabwe,Zimbabwe,O1,1984-07-01,0
15244,BN-2A Islander,N589SA,Vieques Air Link,Puerto Rico,A1,1984-08-02,9
15245,Fokker F-27 Friendship 200,PT-LCZ,Rio Sul,Brazil,A1,1984-08-03,0
15246,BAC One-Eleven 527FK,RP-C1182,Philippine Air Lines,Philippines,A1,1984-08-04,0
15247,Antonov An-12B,CCCP-10232,Soviet Navy,Pakistan,A1,1984-08-05,24
15248,Fokker F-27 Friendship 600,S2-ABJ,Biman Bangladesh,Bangladesh,A1,1984-08-05,49
15249,Douglas DC-8-55F,F-BUOR,SFAIR,France,H2,1984-08-06,0
15250,Airbus A300B2-202,2321,Iran Air,Italy,H2,1984-08-07,0
15251,HAL-748,NC12395,Indian Airlines,India,H2,1984-08-10,0
15252,BN-2A-21 Islander,PK-ZAL,Sabang Merauke Raya Air Charter,Indonesia,A1,1984-08-10,4
